     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
      -5.693086243,      -1.859876289,      -4.169124518,      -5.814793071,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002197207814,    0.001843141245,                 0,                 0,                 0,  -0.0003480040976,    0.002197207814,    0.001843141245,                 0,      0.8388561307
      -5.694329362,      -1.862491764,      -4.172193323,      -5.821510207,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002200320144,    0.001843670156,                 0,                 0,                 0,  -0.0003426502118,    0.002200320144,    0.001843670156,                 0,      0.8379099563
       -5.69566917,      -1.865132709,      -4.175298926,      -5.827624705,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00220346838,     0.00184379815,                 0,                 0,                 0,  -0.0003373513433,     0.00220346838,     0.00184379815,                 0,      0.8367708686
      -5.697090031,      -1.867798339,      -4.178401732,      -5.833110988,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00220665122,    0.001843535592,                 0,                 0,                 0,  -0.0003321084316,     0.00220665122,    0.001843535592,                 0,      0.8354449381
      -5.698565869,       -1.87048873,      -4.181445457,      -5.837946811,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00220986788,    0.001842886381,                 0,                 0,                 0,  -0.0003269216727,     0.00220986788,    0.001842886381,                 0,      0.8339350951
      -5.700100372,      -1.873203345,      -4.184520816,      -5.842116877,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00221311771,    0.001841856648,                 0,                 0,                 0,  -0.0003217929648,     0.00221311771,    0.001841856648,                 0,      0.8322452257
      -5.701682799,      -1.875941852,      -4.187562968,      -5.845611155,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002216400072,    0.001840454667,                 0,                 0,                 0,   -0.000316720352,    0.002216400072,    0.001840454667,                 0,      0.8303801691
      -5.703309289,      -1.878704017,      -4.190604344,      -5.848425781,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002219714289,    0.001838686072,                 0,                 0,                 0,  -0.0003117074793,    0.002219714289,    0.001838686072,                 0,      0.8283435764
      -5.704973466,      -1.881489142,       -4.19366285,      -5.850563194,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002223059545,    0.001836560798,                 0,                 0,                 0,  -0.0003067523266,    0.002223059545,    0.001836560798,                 0,       0.826141073
      -5.706675664,      -1.884297753,      -4.196758596,      -5.852034169,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002226435052,    0.001834085591,                 0,                 0,                 0,  -0.0003018518079,    0.002226435052,    0.001834085591,                 0,      0.8237768218
      -5.708408522,      -1.887129373,      -4.199843375,      -5.852853901,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002229840159,    0.001831266784,                 0,                 0,                 0,   -0.000297007422,    0.002229840159,    0.001831266784,                 0,      0.8212547328
      -5.710165423,      -1.889983723,      -4.202944951,      -5.853042115,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002233274232,     0.00182811095,                 0,                 0,                 0,  -0.0002922195734,    0.002233274232,     0.00182811095,                 0,      0.8185788042
      -5.711948031,      -1.892861079,      -4.206052957,       -5.85262503,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002236736531,    0.001824625136,                 0,                 0,                 0,  -0.0002874884727,    0.002236736531,    0.001824625136,                 0,      0.8157532684
      -5.713763445,      -1.895760952,      -4.209215186,      -5.851634592,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002240226246,    0.001820819504,                 0,                 0,                 0,  -0.0002828114281,    0.002240226246,    0.001820819504,                 0,      0.8127837566
      -5.715601634,      -1.898683135,      -4.212389312,      -5.850102733,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00224374267,    0.001816700079,                 0,                 0,                 0,  -0.0002781923202,     0.00224374267,    0.001816700079,                 0,      0.8096739895
      -5.717457261,      -1.901628928,      -4.215564088,      -5.848067618,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002247285035,    0.001812272478,                 0,                 0,                 0,  -0.0002736258419,    0.002247285035,    0.001812272478,                 0,      0.8064275111
      -5.719332908,      -1.904597558,      -4.218771782,      -5.845568941,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002250852605,     0.00180754195,                 0,                 0,                 0,  -0.0002691167072,    0.002250852605,     0.00180754195,                 0,      0.8030476746
      -5.721222666,      -1.907589223,      -4.222004861,      -5.842648246,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002254444673,    0.001802517033,                 0,                 0,                 0,  -0.0002646595033,    0.002254444673,    0.001802517033,                 0,      0.7995392633
      -5.723137726,      -1.910604142,      -4.225290972,      -5.839345529,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002258060643,    0.001797203351,                 0,                 0,                 0,  -0.0002602554629,    0.002258060643,    0.001797203351,                 0,      0.7959057062
      -5.725086865,      -1.913642186,      -4.228627422,      -5.835701893,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002261699948,    0.001791607182,                 0,                 0,                 0,   -0.000255906101,    0.002261699948,    0.001791607182,                 0,      0.7921506932
      -5.727044299,      -1.916703992,      -4.231896314,      -5.831754911,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002265361911,    0.001785736999,                 0,                 0,                 0,   -0.000251607855,    0.002265361911,    0.001785736999,                 0,      0.7882789014
      -5.729019327,      -1.919789781,      -4.235171379,      -5.827540287,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002269045815,     0.00177959744,                 0,                 0,                 0,  -0.0002473600396,    0.002269045815,     0.00177959744,                 0,      0.7842933042
       -5.73102484,      -1.922899665,      -4.238408026,      -5.823097351,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002272751059,    0.001773192226,                 0,                 0,                 0,  -0.0002431641414,    0.002272751059,    0.001773192226,                 0,       0.780196414
      -5.733066656,      -1.926033449,      -4.241629095,      -5.818458546,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002276477047,    0.001766526461,                 0,                 0,                 0,   -0.000239021833,    0.002276477047,    0.001766526461,                 0,      0.7759913339
      -5.735152369,      -1.929191706,      -4.244839163,      -5.813660102,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002280223148,    0.001759606209,                 0,                 0,                 0,  -0.0002349322174,    0.002280223148,    0.001759606209,                 0,       0.771681583
      -5.737286223,      -1.932374439,      -4.248009659,      -5.808730551,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002283988764,     0.00175243811,                 0,                 0,                 0,  -0.0002308909428,    0.002283988764,     0.00175243811,                 0,      0.7672708982
      -5.739468859,      -1.935581525,      -4.251150468,      -5.803698268,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002287773323,    0.001745024646,                 0,                 0,                 0,  -0.0002269011724,    0.002287773323,    0.001745024646,                 0,      0.7627611653
      -5.741703558,      -1.938813259,      -4.254283416,       -5.79858914,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002291576306,    0.001737371846,                 0,                 0,                 0,  -0.0002229607357,    0.002291576306,    0.001737371846,                 0,      0.7581557905
      -5.743989999,      -1.942069393,      -4.257462645,      -5.793427523,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00229539728,      0.0017294824,                 0,                 0,                 0,  -0.0002190746744,     0.00229539728,      0.0017294824,                 0,       0.753456674
      -5.746318221,      -1.945350935,      -4.260564623,      -5.788235044,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002299235661,    0.001721365203,                 0,                 0,                 0,  -0.0002152390176,    0.002299235661,    0.001721365203,                 0,      0.7486684521
      -5.748681717,      -1.948656686,      -4.263661391,      -5.783028067,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002303090783,    0.001713024901,                 0,                 0,                 0,   -0.000211450896,    0.002303090783,    0.001713024901,                 0,      0.7437939111
      -5.751088968,      -1.951986738,      -4.266761933,      -5.777824096,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002306962027,    0.001704463847,                 0,                 0,                 0,  -0.0002077155074,    0.002306962027,    0.001704463847,                 0,      0.7388348085
      -5.753554217,      -1.955341307,      -4.269896243,      -5.772638702,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002310848255,    0.001695695647,                 0,                 0,                 0,  -0.0002040213668,    0.002310848255,    0.001695695647,                 0,      0.7337979219
      -5.756057531,      -1.958720294,       -4.27303452,      -5.767485458,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002314748894,    0.001686719824,                 0,                 0,                 0,  -0.0002003715209,    0.002314748894,    0.001686719824,                 0,      0.7286837154
       -5.75859001,      -1.962123158,      -4.276183679,      -5.762375233,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002318663927,    0.001677535257,                 0,                 0,                 0,  -0.0001967719611,    0.002318663927,    0.001677535257,                 0,      0.7234921961
      -5.761149766,      -1.965550975,      -4.279304425,      -5.757318643,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002322593305,    0.001668148102,                 0,                 0,                 0,  -0.0001932192581,    0.002322593305,    0.001668148102,                 0,      0.7182265178
      -5.763747507,       -1.96900323,      -4.282478726,      -5.752323062,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002326536785,    0.001658563381,                 0,                 0,                 0,  -0.0001897138704,    0.002326536785,    0.001658563381,                 0,      0.7128893866
      -5.766373311,      -1.972479633,      -4.285665625,       -5.74739658,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002330494193,    0.001648784362,                 0,                 0,                 0,  -0.0001862563562,    0.002330494193,    0.001648784362,                 0,      0.7074827165
      -5.769013553,      -1.975981036,      -4.288824564,      -5.742546087,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002334465233,    0.001638815035,                 0,                 0,                 0,  -0.0001828476255,    0.002334465233,    0.001638815035,                 0,      0.7020087562
      -5.771682626,      -1.979506785,      -4.292049334,      -5.737776359,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002338449516,    0.001628661772,                 0,                 0,                 0,  -0.0001794849134,    0.002338449516,    0.001628661772,                 0,      0.6964707859
      -5.774371706,      -1.983057224,      -4.295246446,      -5.733093475,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002342446619,    0.001618329345,                 0,                 0,                 0,  -0.0001761688065,    0.002342446619,    0.001618329345,                 0,      0.6908713869
      -5.777077727,      -1.986632687,      -4.298461555,      -5.728501201,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002346455929,    0.001607821048,                 0,                 0,                 0,  -0.0001729005007,    0.002346455929,    0.001607821048,                 0,       0.685212549
      -5.779807617,      -1.990232764,      -4.301724302,       -5.72400265,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002350476694,     0.00159714598,                 0,                 0,                 0,  -0.0001696681018,    0.002350476694,     0.00159714598,                 0,      0.6794987516
      -5.782553181,      -1.993858208,      -4.304988553,      -5.719602363,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00235450858,    0.001586302498,                 0,                 0,                 0,  -0.0001664783558,     0.00235450858,    0.001586302498,                 0,      0.6737297589
      -5.785322601,      -1.997509452,      -4.308311835,      -5.715303284,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002358551461,    0.001575294498,                 0,                 0,                 0,  -0.0001633317937,    0.002358551461,    0.001575294498,                 0,      0.6679076223
      -5.788110923,      -2.001186226,      -4.311651087,      -5.711108351,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002362605202,    0.001564126171,                 0,                 0,                 0,  -0.0001602288389,    0.002362605202,    0.001564126171,                 0,      0.6620345075
      -5.790917804,       -2.00488888,      -4.314948026,      -5.707017648,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002366669548,    0.001552801934,                 0,                 0,                 0,  -0.0001571680538,    0.002366669548,    0.001552801934,                 0,      0.6561126944
      -5.793741923,      -2.008617847,      -4.318211599,      -5.703031322,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,      0.0023707441,    0.001541325391,                 0,                 0,                 0,  -0.0001541495898,      0.0023707441,    0.001541325391,                 0,      0.6501441431
      -5.796600772,       -2.01237369,      -4.321506948,      -5.699151866,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002374828482,    0.001529699945,                 0,                 0,                 0,  -0.0001511742053,    0.002374828482,    0.001529699945,                 0,       0.644130705
      -5.799491087,      -2.016156261,      -4.324747232,      -5.695379636,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002378922295,    0.001517929381,                 0,                 0,                 0,  -0.0001482400518,    0.002378922295,    0.001517929381,                 0,      0.6380743853
      -5.802427259,      -2.019966055,      -4.328001735,      -5.691715801,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002383025142,    0.001506016294,                 0,                 0,                 0,  -0.0001453482586,    0.002383025142,    0.001506016294,                 0,        0.63197667
      -5.805402895,      -2.023803558,      -4.331224951,      -5.688160968,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00238713654,    0.001493964539,                 0,                 0,                 0,  -0.0001424981385,     0.00238713654,    0.001493964539,                 0,      0.6258395841
      -5.808417187,      -2.027668275,      -4.334419139,         -5.684716,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002391255929,    0.001481778161,                 0,                 0,                 0,  -0.0001396901521,    0.002391255929,    0.001481778161,                 0,      0.6196652327
      -5.811472454,      -2.031560486,      -4.337634345,      -5.681381153,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00239538277,    0.001469464223,                 0,                 0,                 0,  -0.0001369165157,     0.00239538277,    0.001469464223,                 0,      0.6134569561
      -5.814565792,      -2.035480458,      -4.340844894,      -5.678155491,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002399516783,     0.00145702232,                 0,                 0,                 0,   -0.000134181806,    0.002399516783,     0.00145702232,                 0,      0.6072148903
      -5.817689722,      -2.039428142,       -4.34403184,      -5.675039544,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002403657719,    0.001444455147,                 0,                 0,                 0,  -0.0001314855095,    0.002403657719,    0.001444455147,                 0,      0.6009404482
      -5.820848135,      -2.043404191,      -4.347239653,       -5.67203258,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002407805332,    0.001431766049,                 0,                 0,                 0,  -0.0001288280123,    0.002407805332,    0.001431766049,                 0,      0.5946353011
      -5.824058287,      -2.047408196,      -4.350470797,      -5.669133653,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002411959093,    0.001418958454,                 0,                 0,                 0,  -0.0001262094624,    0.002411959093,    0.001418958454,                 0,      0.5883012105
      -5.827315196,      -2.051440725,      -4.353715667,      -5.666342665,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002416118248,    0.001406038126,                 0,                 0,                 0,  -0.0001236297824,    0.002416118248,    0.001406038126,                 0,      0.5819409406
      -5.830594511,      -2.055501114,       -4.35696477,      -5.663656783,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00242028258,    0.001393007217,                 0,                 0,                 0,  -0.0001210866256,     0.00242028258,    0.001393007217,                 0,        0.57555561
      -5.833901125,      -2.059590285,      -4.360232998,      -5.661076868,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002424451948,    0.001379867111,                 0,                 0,                 0,  -0.0001185811253,    0.002424451948,    0.001379867111,                 0,      0.5691459927
      -5.837234148,      -2.063708045,      -4.363488496,      -5.658601347,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002428626142,    0.001366621239,                 0,                 0,                 0,  -0.0001161132232,    0.002428626142,    0.001366621239,                 0,       0.562713715
       -5.84059304,       -2.06785448,       -4.36678447,      -5.656227931,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002432804859,    0.001353272673,                 0,                 0,                 0,  -0.0001136834773,    0.002432804859,    0.001353272673,                 0,      0.5562602639
      -5.843978703,      -2.072029937,      -4.370094532,      -5.653957446,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002436987719,    0.001339827931,                 0,                 0,                 0,  -0.0001112870767,    0.002436987719,    0.001339827931,                 0,      0.5497885447
      -5.847393951,      -2.076234658,      -4.373435031,      -5.651787737,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002441174433,    0.001326288258,                 0,                 0,                 0,  -0.0001089238954,    0.002441174433,    0.001326288258,                 0,      0.5432992582
      -5.850827312,      -2.080469297,      -4.376732209,      -5.649717839,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002445364709,    0.001312654841,                 0,                 0,                 0,  -0.0001065957679,    0.002445364709,    0.001312654841,                 0,      0.5367930748
      -5.854297273,      -2.084733839,      -4.380137089,      -5.647746853,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002449558157,    0.001298931125,                 0,                 0,                 0,  -0.0001043030967,    0.002449558157,    0.001298931125,                 0,      0.5302716008
      -5.857791113,      -2.089028597,      -4.383535947,      -5.645874816,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002453754409,    0.001285122091,                 0,                 0,                 0,  -0.0001020444285,    0.002453754409,    0.001285122091,                 0,      0.5237370484
      -5.861313249,      -2.093353811,        -4.3870268,      -5.644101718,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,     0.00245795315,     0.00127123051,                 0,                 0,                 0,  -9.981781798e-05,     0.00245795315,     0.00127123051,                 0,         0.5171907
      -5.864853892,      -2.097709982,      -4.390422309,      -5.642426364,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002462154114,    0.001257258036,                 0,                 0,                 0,  -9.762478306e-05,    0.002462154114,    0.001257258036,                 0,      0.5106333632
       -5.86841318,      -2.102097569,      -4.393826401,      -5.640845863,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                   0,                    0,                          0,                 0,                 0,           6494.46,    0.002466356997,    0.001243207164,                 0,                 0,                 0,  -9.546484351e-05,    0.002466356997,    0.001243207164,                 0,      0.5040661856
